NAME,UMAP 1,UMAP 2,UMAP 3,UMAP 4,UMAP 5,UMAP 6,UMAP 7,UMAP 8,UMAP 9,UMAP 10,SMILES
ligand407,6.3460574,5.827247,4.2066374,5.0012455,6.2386436,3.369272,7.0615335,3.0016487,4.104567,3.1880796,COc1ccc(cc1OC)C(=O)CC(=O)C(F)F
ligand408,6.39086,5.6836247,4.2204924,4.903618,6.061921,3.3567379,6.923523,3.115479,4.088288,3.259404,CC1=CC(=C(O1)C)C(=O)CC(=O)C(F)(F)F
ligand409,7.637346,6.8367457,4.591163,5.05532,5.3361044,3.420543,6.2232485,3.4223468,4.0646157,2.7897353,CCOC(=O)C(=O)CC(=O)C1=CC=CC=C1
ligand41,10.488914,9.486394,7.6988044,6.6744437,5.672205,4.1582046,6.4983125,3.2069192,4.304202,4.3686495,CCCc1ccc(cc1)C(=O)CC(=O)C(F)(F)F
ligand410,7.1247673,4.25003,4.783989,4.9743414,4.8343863,3.663658,5.8020577,2.2340677,5.5534215,4.1405125,CN(C)c1ccc(cc1)C(=O)CC(=O)C(F)(F)F
ligand411,6.8404965,5.025622,4.8227234,4.958084,4.732229,3.4820137,5.909748,2.9836862,4.8298106,3.8425412,CC(=O)CC(=O)CCN1C(=O)c2ccccc2C1=O
ligand412,12.849239,2.438675,5.5081043,4.6593504,0.48565382,5.985941,4.5783973,1.4647391,7.028016,8.768888,CCOc1cccc(c1)C(=O)CC(=O)C(F)(F)F
ligand413,6.3560333,5.483391,4.1693716,4.806076,6.23802,3.423713,7.016456,2.9556437,4.23625,3.3116405,COC(=O)C(=O)CC(=O)c1ccc(CC(C)C)cc1
ligand414,6.8600183,4.90332,4.858715,4.9689364,4.800421,3.523754,5.932532,2.9012115,4.9242473,3.909793,Cn1cc(cn1)C(=O)CC(=O)c1ccc(Cl)cc1
ligand415,7.7190886,6.7767153,4.621397,5.0068326,5.251281,3.5241597,6.1879807,3.320325,4.1795607,2.7638118,COc1ccc(cc1F)C(=O)CC(=O)C(F)(F)F
ligand416,14.929018,2.6394978,6.449965,4.6542835,1.5451126,5.879871,3.5477154,2.2140307,8.477111,7.8829856,COC(=O)C(=O)CC(=O)c1ccc2OCCOc2c1
ligand417,6.342291,5.520002,3.9896092,4.6294785,6.020318,3.338104,6.7393045,2.9568853,4.18998,3.0788887,CCOC(=O)C(=O)CC(=O)c1ccc2OCOc2c1
ligand418,7.754111,6.8867087,4.4287453,4.848158,5.1165257,3.486072,6.030838,3.4413579,4.0518193,2.5339828,CCOC(=O)C(=O)CC(=O)c1ccccc1OCC
ligand42,6.797457,6.0912495,3.3647566,3.8732371,4.7727733,3.161384,5.4746995,3.4885926,3.997588,2.0262873,CC(C)(C)C(=O)CC(=O)C1=CC=CC=C1
ligand420,15.165587,2.549181,6.4360423,4.5150747,1.4891307,5.891132,3.4214811,2.3083363,8.555415,7.8102283,CCOC(=O)C(=O)CC(=O)c1ccc(cc1)[N+]([O-])=O
ligand421,6.9845066,6.104645,3.2147057,3.7376232,4.8364744,3.128175,5.505239,3.2518902,3.8934183,1.9583565,FC(F)C(=O)CC(=O)c1cccc(c1)C(F)(F)F
ligand422,8.655556,5.4949837,5.744742,5.0714808,3.1895611,3.8175445,4.801635,2.8248723,4.557265,3.5964444,CCOC(=O)C(=O)C1CC(CCC1=O)C(F)(F)F
ligand423,7.1092114,6.392085,3.4801123,3.9087253,4.603053,3.1827407,5.3944407,3.4705513,3.8526015,1.9411602,COC(=O)C(=O)CC(=O)c1ccc(OC)c(OC)c1
ligand424,7.5879292,6.7682767,4.2048893,4.650514,5.129867,3.3677993,5.965555,3.418726,3.9619975,2.4353085,FC(F)C(=O)CC(=O)c1ccc(Cl)c(Cl)c1
ligand425,7.261796,6.4959283,3.5949907,3.9337935,4.3966312,3.174591,5.2258353,3.5502355,3.8577783,1.9848726,CCOC(=O)C(=O)CC(=O)c1cc(F)ccc1OC
ligand426,10.876349,9.441978,7.7417173,6.387019,5.700535,3.6923072,5.767741,3.5258055,4.6124873,4.098754,CC(C)C(=O)C1CN(CCC1=O)C(=O)OC(C)(C)C
ligand427,7.854181,7.052667,4.5542684,5.0626974,5.3261337,3.424484,6.135078,3.5173821,3.998593,2.6192143,CCOC(=O)C(=O)CC(=O)c1ccc2ccccc2c1
ligand428,13.013723,2.3081582,5.6480265,4.64641,0.8150242,5.8210483,4.6200747,1.6867168,7.388705,8.821459,CCOC(=O)C(=O)CC(=O)c1cccc2ccccc12
ligand429,11.579188,8.591539,8.466588,7.9218445,4.509686,4.6708536,6.362162,3.8897917,4.639967,4.437614,Cc1ccc(cc1)C(=O)CC1C(=O)CC(C)(C)CC1=O
ligand43,10.987504,11.311266,6.63072,6.961585,5.457742,4.042362,5.1812463,5.4589334,4.597409,3.1015542,C1=CC=C2C=C(C=CC2=C1)C(=O)CC(=O)C(F)(F)F
ligand430,14.316554,2.357223,6.059265,4.781628,1.4238962,5.865985,3.8486917,1.7835157,8.043431,8.045064,CCC(=O)C(CCC(F)(F)C(F)(F)F)C(=O)CC
ligand431,8.754841,5.685859,5.5598164,5.231387,3.3941958,3.8351002,4.9991794,2.92893,4.4018736,3.922552,CC(C)Oc1ccc(cc1)C(=O)CC(=O)C(F)(F)F
ligand432,8.756846,5.603019,5.599381,5.1511383,3.1772482,3.8086233,4.821499,3.086822,4.306218,3.766042,COC(=O)C(=O)CC(=O)c1cc(Cl)ccc1Cl
ligand433,8.61225,5.591056,5.5253453,5.125627,3.3670309,3.799306,4.936555,2.9509397,4.4362407,3.77999,COc1ccc(cc1OC)C(=O)CC(=O)C(F)(F)F
ligand434,8.916648,5.6124563,5.8273697,5.259475,3.1936553,3.8252177,4.931541,2.9010062,4.468838,3.6595063,COc1ccc(C(=O)CC(=O)C(F)(F)F)c(OC)c1
ligand435,7.1755815,4.529553,4.7910013,4.951281,5.1131167,3.6356661,5.9847665,2.271392,5.404492,3.956448,COc1cc(OC)cc(c1)C(=O)CC(=O)C(F)(F)F
ligand436,8.704176,5.4640036,5.794648,5.1179876,3.2390075,3.8515475,4.846035,2.834436,4.55119,3.6758912,CC(=O)CC(=O)c1ccc(OC(C)=O)c(OC(C)=O)c1
ligand437,6.4698596,5.7741294,3.9319108,4.72154,6.2027273,3.3647168,6.92464,3.0044396,4.124064,2.9709542,CCOC(=O)C(=O)CC(=O)c1cc(OC)ccc1OC
ligand438,8.296085,5.3238454,5.3684053,5.085653,4.0816813,3.8308837,5.4437456,2.6365337,4.7873807,3.8577223,FC(F)(F)C(=O)C1CCC\C(=C/c2ccccc2)C1=O
ligand439,13.388826,2.1873558,6.233597,4.5323353,1.1787846,5.5752864,4.093264,2.4345555,8.363488,8.870889,COC(=O)c1ccc(cc1)C(=O)CC(=O)c1ccccc1
ligand44,7.4472847,5.3303194,3.8480554,3.6889303,3.1724312,2.9864647,4.373475,3.6029253,4.0763764,2.6535811,CC(C)CC(=O)CC(=O)C
ligand440,12.923461,2.2606175,6.139825,4.4167657,1.1541617,5.605335,4.054482,2.4998584,8.037763,8.5309925,CC(C)(C)C1CCC(=O)C(C1)C(=O)C#Cc1ccccc1
ligand441,12.660418,2.2547429,5.264126,4.777236,0.21345097,5.9680634,4.6654963,1.4893494,6.750546,8.943872,FC(F)(F)C(=O)CC(=O)c1ccccc1C(F)(F)F
ligand442,6.3981576,5.697905,3.816418,4.541931,6.0316186,3.323661,6.7072453,2.9704654,4.152388,2.8465652,FC(F)(F)C(=O)CC(=O)c1ccc(Cl)cc1Cl
ligand443,13.008197,2.3459,5.4488,4.772176,0.58258444,5.9480104,4.5821743,1.523017,7.132941,8.757211,FC(F)(F)C(=O)CC(=O)c1cc(Cl)ccc1Cl
ligand444,8.512571,5.5852265,5.502243,5.191594,3.9468007,3.8338804,5.3779135,2.7406337,4.65686,3.796709,CCOC(=O)C(=O)CC(=O)c1ccccc1C(F)(F)F
ligand445,13.803593,2.2512424,6.269827,4.717509,1.4683087,5.6020594,4.0675416,2.1681893,8.455359,8.72228,CCOC(=O)C(=O)CC(=O)c1ccc(Cl)c(Cl)c1
ligand446,8.013774,4.9819155,4.4414845,4.00223,2.075224,3.4799695,3.9320512,3.6718788,4.2409687,3.1811163,CCOC(=O)C(=O)CC(=O)c1cc(Cl)ccc1Cl
ligand447,6.810562,5.7975807,3.9922218,4.079166,3.5495024,3.2779562,4.605422,3.581861,4.1117268,2.6368759,CCOC(=O)C(=O)CC(=O)c1ccc(OC)c(c1)C(C)C
ligand448,13.140299,2.2316487,6.0988035,4.498627,1.1753296,5.640417,4.0608635,2.3505824,8.048139,8.548592,COC(=O)C(=O)CC(=O)c1c(Cl)ccc(F)c1Cl
ligand449,6.7771482,5.99466,3.2177413,3.8396385,5.1272163,3.1603734,5.7551446,3.2212987,3.9653683,2.0552566,CC(C(=O)c1ccc(C)c(C)c1)C(=O)c1ccc(C)c(C)c1
ligand45,15.103371,2.4141726,6.700315,4.581872,2.2612925,6.025887,2.9799418,1.7453353,8.640124,7.442239,C1=CC(=CC=C1C(=O)CC(=O)C(F)(F)F)Cl
ligand450,13.400518,2.2870224,6.25981,4.6988864,1.4724811,5.316895,4.3248234,2.3840752,8.509563,9.117727,Cc1c(cnn1C)C(=O)C(Cl)C(=O)c1cnn(C)c1C
ligand451,8.024561,5.053408,4.44781,4.018493,2.166156,3.3982058,3.9483194,3.636339,4.160596,3.09723,CC(C)(C)OC(=O)N1CCC(=O)C(C1)C(=O)C(F)(F)F
ligand452,6.7238812,5.916255,3.2506921,3.951977,5.3979125,3.1889234,6.0040913,3.1210716,3.979907,2.1667545,CCOC(=O)C(=O)CC(=O)c1ccc(cc1)-c1ccccc1
ligand453,6.598501,5.963793,3.3842244,4.101221,5.5444627,3.250564,6.1671867,3.1605225,4.056308,2.2766874,CCOC(=O)C(=O)C1CCN(CC1=O)C(=O)OC(C)(C)C
ligand454,8.15803,5.124815,4.682032,4.2467213,2.2693002,3.5229645,4.1180315,3.5182226,4.250105,3.2633917,CCOC(=O)C(=O)CC(=O)c1c(Cl)ccc(F)c1Cl
ligand46,11.067208,11.195552,6.4036865,6.6150484,5.5487547,4.3213325,4.9888344,5.3026967,4.8102574,3.087919,CC(C)(C)OC(=O)N1CC(C(=O)c2ccc(F)cc2)C(=O)C1
ligand47,10.873694,9.737551,7.6800356,6.647174,5.606577,3.8127677,5.900359,3.2064722,4.503536,3.7622652,FC(F)(F)C(F)(F)C(=O)CC(=O)C(F)(F)C(F)(F)F
ligand48,7.186099,5.415194,3.9284654,3.8502488,3.4582198,3.1217155,4.602721,3.5275774,4.1302834,2.6705623,FC(F)(Br)C(=O)CC(=O)c1ccc(Cl)cc1
ligand49,11.086052,11.23818,6.028535,6.5120745,5.553817,4.3206763,5.208828,5.285725,4.7692566,3.4733908,Cc1ccc(cc1C)C(=O)C(Cl)C(=O)c1ccc(C)c(C)c1
ligand5,13.983029,2.2242997,6.073548,4.7645226,1.5560288,5.723438,4.050678,1.8327564,8.193757,8.311805,FC(F)(F)C(=O)CC(=O)c1ccc(OCc2ccccc2)cc1
ligand50,10.616301,9.561611,7.7550035,6.247479,5.8877816,3.595498,5.939733,3.0837772,4.4988995,4.0793686,CCC(C(=O)C)C(=O)C
ligand51,11.006471,11.06721,6.807255,6.8649735,5.4205723,4.142755,5.18084,5.218744,4.5879016,3.2390387,CCOC(=O)CC(C(=O)c1ccc(C)cc1)C(=O)c1ccc(C)cc1
ligand52,11.363217,10.924654,5.589416,6.152804,5.880474,4.76933,4.8627067,5.0432415,5.3017454,3.3479788,FC(F)(F)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
ligand53,13.919407,2.2330832,6.399974,4.672519,1.6840155,5.60917,3.8939106,2.204348,8.549557,8.544149,FC(F)(F)C(=O)CC(=O)c1ccc(cc1)N(c1ccccc1)c1ccccc1
ligand54,9.406633,7.453523,6.5149407,5.7561145,4.761571,3.9187095,5.637208,2.4924498,4.7112193,4.3432155,CC(C)(C)c1ccc(cc1)N(c1ccc(cc1)C(=O)CC(=O)C(F)(F)F)c1ccc(cc1)C(C)(C)C
ligand55,11.204959,8.80604,7.875892,7.4687004,4.700991,4.5924635,6.115933,3.6473694,4.5781546,4.1074414,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
ligand56,10.375835,9.570562,7.378756,6.198271,5.6636095,3.708161,5.9340477,3.090068,4.564855,3.9950392,CC(=O)C(C=O)C(=O)C
ligand57,14.856917,2.6581159,6.519633,4.8267016,1.952164,5.9787283,3.5167508,1.6799035,8.467528,7.662224,CN(C)C(=O)CC(C)=O
ligand58,9.245955,7.0765305,6.311936,5.6859894,4.5522594,3.9837656,5.617125,2.4325898,4.751484,4.405911,CN1CCC(C(C)=O)C1=O
ligand59,11.752967,8.675889,8.311744,7.974772,4.426161,4.892311,6.4907174,3.5464559,4.427253,4.2445493,CCN(CC)C(=O)CC(C)=O
ligand6,13.598508,2.2552986,6.3563004,4.7098637,1.5413692,5.4147296,4.197283,2.34581,8.618229,8.99516,CC(=O)CC(=O)N1CCOCC1
ligand60,10.987499,11.4651985,6.6096087,7.0105114,5.399016,4.03382,5.1605153,5.6415014,4.5262012,3.0896704,CC(C)C(=O)CC(=O)C
ligand61,15.139832,2.0567596,6.2228355,4.535068,1.6393698,5.9225526,3.2234404,1.9771111,8.317651,7.5854917,CN(C(=O)CC(C)=O)c1ccccc1
ligand62,11.656428,8.737726,8.37384,7.8841577,4.4460216,4.770573,6.546988,3.6308026,4.3685374,4.200531,COC(=O)C1CCN(CC1)C(=O)CC(C)=O
ligand63,10.469334,9.683173,7.382566,6.4678445,5.731394,3.7587698,5.7679353,2.871871,4.3683105,3.7392294,CN(Cc1cccc(Cl)c1)C(=O)CC(C)=O
ligand64,13.685138,2.2549613,6.4037595,4.7068586,1.6209302,5.452178,4.1015797,2.3369591,8.641031,8.885355,CN(Cc1ccccc1Cl)C(=O)CC(C)=O
ligand65,7.1221595,4.7212124,4.7505474,4.5794835,5.670502,3.632282,6.5551333,2.3590415,5.3152556,3.43612,CCOC(=O)C1CCN(CC1)C(=O)CC(C)=O
ligand66,10.4545355,9.7659025,7.5777364,6.318022,5.8891907,3.685892,6.0081635,2.8811157,4.404073,3.9489682,CC(=O)CC(=O)N1CCn2c(C1)nnc2C(F)(F)F
ligand67,7.088585,6.1593685,3.3596587,3.807877,4.6718464,3.1222324,5.4030457,3.3329728,3.8971272,2.0241814,Fc1cc(F)c(CC(=O)CC(=O)N2CCn3c(C2)nnc3C(F)(F)F)cc1F
ligand68,12.875461,2.230163,6.093344,4.3910813,1.1461568,5.563442,4.0810914,2.5239544,8.019997,8.560295,CN(C)C(=O)CC(=O)N(C)C
ligand69,9.046263,6.7861924,6.178435,5.5577807,4.540256,3.8736193,5.632225,2.5061352,4.691416,4.2376027,CCN(CC)C(=O)CC(=O)N(CC)CC
ligand7,8.830587,5.660924,5.6503325,5.2465606,3.3663561,3.8363945,5.0043406,2.9438624,4.397777,3.8846698,O=C(CC(=O)N1CCOCC1)N1CCOCC1
ligand70,11.770656,8.613228,8.544718,8.0554695,4.5251675,4.6896276,6.4626327,3.8989859,4.5573564,4.4258375,CC(=O)CC(=O)C1=CC=C(C=C1)OC
ligand71,13.458405,2.17436,6.3521457,4.478489,1.2518427,5.592635,3.9812794,2.5065973,8.461809,8.77564,CCCCN(C)C(=O)CC(=O)N(C)CCCC
ligand73,9.256965,7.284599,6.4021688,5.641113,4.7413087,3.856671,5.6217585,2.510599,4.6815934,4.2502184,CCCN(CCC)C(=O)CC(=O)N(CCC)CCC
ligand74,9.365896,6.282324,6.1593947,5.8305125,3.8188753,4.340402,5.393374,2.0561297,4.9015727,4.7525406,O=C(CC(=O)N1CCc2ccccc12)N1CCc2ccccc12
ligand75,7.3193326,4.6057634,4.7621846,4.686786,5.290118,3.6890972,6.136581,2.2935903,5.239278,3.6711757,CCCCN(CCCC)C(=O)CC(=O)N(CCCC)CCCC
ligand76,10.422819,9.66532,7.6624494,6.4224524,5.9240146,3.8686213,6.2960854,2.9868436,4.3046017,4.2066655,COCCN(CCOC)C(=O)CC(=O)N(CCOC)CCOC
ligand77,10.931971,10.601796,6.528133,6.4720554,5.6438737,4.200463,5.347313,4.5767136,4.7252126,3.5831063,CCCCCN(CCCCC)C(=O)CC(=O)N(CCCCC)CCCCC
ligand78,15.232936,2.3473573,6.492624,4.5888395,2.079486,6.0102043,3.1540532,1.6860669,8.60747,7.445245,CC(=O)C(C(=O)N(C)C)Cl
ligand79,11.579688,9.007937,8.037132,7.5135217,4.803592,4.6523156,6.041853,3.6661203,4.586695,4.0911727,CC(=O)CC(=O)N(CC1=CC=CC=C1)C2=CC=CC=C2
ligand8,6.6721845,6.207413,3.7704284,4.1896453,4.390956,3.2237115,5.431778,3.830215,3.9367156,2.2642462,CCN(C1=CC=CC=C1)C(=O)CC(=O)C
ligand80,7.182916,4.86034,4.8017454,4.826799,5.441358,3.6401074,6.388123,2.4135125,5.2450237,3.6086032,CC(=O)CC(=O)N(C)CC1=CC=CC=C1
ligand81,12.775108,2.3906755,5.4648995,4.712533,0.41748446,6.02008,4.668019,1.4005597,6.921001,8.854466,C1=CC(=CC=C1C(=O)CC(=O)C(F)(F)F)F
ligand82,7.097259,4.5627885,4.8443003,4.782833,5.4062285,3.641652,6.383834,2.3384197,5.450017,3.7402418,CCN(CC)C(=O)C1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC
ligand83,14.885041,2.558205,6.6431966,4.5993075,1.7586802,5.9206686,3.3034766,2.2330072,8.5218115,7.8426247,CCOC(=O)N(C)C(=O)CC(=O)C
ligand84,11.82278,8.664504,8.421612,8.044484,4.4196,4.8797383,6.549047,3.6648195,4.415183,4.2701445,CCN(CC)C(=O)C1C(=O)C=C(CC1(C)C)C
ligand85,9.094223,6.816163,6.211668,5.57577,4.5078497,3.885895,5.598673,2.4909868,4.691372,4.255305,CCCCCCCCCCCCCCCC(=O)CC(=O)N(C)C1=CC=CC=C1
ligand86,9.383772,6.068439,6.0628777,5.859009,3.6046479,4.418572,5.379131,1.9982185,4.9482017,4.708662,CN(C1=CC=C(C=C1)Cl)C(=O)CC(=O)C2=CC=CC=C2
ligand87,11.031145,11.252673,6.7476325,7.0169334,5.371316,4.1116433,5.08501,5.4982533,4.527303,3.019691,CC(C)CN(CC(C)C)C(=O)CC(=O)N(CC(C)C)CC(C)C
ligand88,15.116548,2.34957,6.3604097,4.5732517,1.776181,5.9704337,3.3042698,1.8603903,8.453239,7.552602,C1=CC=C(C=C1)CN(CC2=CC=CC=C2)C(=O)CC(=O)N(CC3=CC=CC=C3)CC4=CC=CC=C4
ligand89,13.070376,2.3736537,5.4513927,4.8082395,0.47630244,5.9756804,4.4502654,1.5653396,7.0906796,8.724419,CC(=O)CC(=O)C1CC1
ligand9,13.603586,2.2868595,6.0278993,4.663005,1.1122116,5.743826,4.090398,2.036965,7.940577,8.567137,CC(=O)C1C(=O)C2=CC=CC=C2S(=O)(=O)N1CC#N
ligand90,11.033959,11.161875,6.828854,6.966662,5.3581815,4.123292,5.123618,5.370788,4.53304,3.1273985,CC(=O)CC(=O)C1=CC=C(C=C1)Cl
ligand91,7.1091304,4.825684,4.557237,4.6608033,5.820662,3.6526442,6.539298,2.3287754,5.051007,3.477567,CC(C)CC(=O)CC(=O)CC(C)C
ligand92,7.2050924,4.6594477,4.854462,4.9114466,5.199002,3.677785,6.15714,2.350608,5.3287826,3.858802,CCC(C)(CC)C(=O)CC(=O)C(C)(CC)CC
ligand93,6.662588,5.88499,4.3807983,5.0266147,6.003299,3.4406962,6.8762426,3.0074093,4.2462187,3.21382,CC(=O)C1CCC2=CC=CC=C2C1=O
ligand94,9.185689,6.169228,6.0634403,5.6726036,3.9508314,4.193818,5.449675,2.2054863,4.774239,4.6013737,CC(=O)CC(=O)C(=O)OC
ligand95,15.199447,2.4733264,6.312059,4.610103,1.7669566,5.9811397,3.4866931,1.7582935,8.570002,7.576265,COC1=C(C=CC2=C1C=CO2)C(=O)CC(=O)C3=CC=CC=C3
ligand96,11.664943,8.610196,8.459267,7.965771,4.5033817,4.710802,6.4258304,3.8015509,4.551778,4.381716,CC1=CC=C(C=C1)C(=O)CC(=O)C
ligand97,6.937612,4.953271,4.3986773,4.3608847,5.0229244,3.4646957,5.852433,2.7866304,4.789197,3.1557586,CC(=O)C(C1=CC=CC=C1)C(=O)C
ligand98,11.041319,10.739788,6.0804977,6.328055,5.5749555,4.308696,5.175593,4.748885,4.8808985,3.6466956,CCOC(=O)C(=O)CC(=O)C1CC1
ligand99,10.5291605,9.015669,7.898947,5.9992127,5.9330072,3.4589145,5.8921885,3.1114717,4.5485163,4.4040575,C1=CSC(=C1)C(=O)CC(=O)C2=CC=CS2